Landmark,Alternate Names,Construction,Destruction,Maps Photo Should Appear on,Construction or Demolition Notes,Manner of Destruction,Test Photo File Name,Image File Name,Image Type,Year of Image,Use Image?,Usage notes,Image Download Location,Image Credit at Download Location,Download URL,Description,X Location,Y Location,Notes,Alternate Image 1 File Name,Alternate Image 1 Image Type,Year of Alternate Image 1,Use Alternate Image 1?,Alternate Image 1 Usage Notes,Alternate Image 1 Download Location,Alternate Image 1 Credit at Download Location,Alternate Image 1 Download URL,Alternate Image 2 File Name,Alternate Image 2 Image Type,Year of Alternate Image 2,Use Alternate Image 2?,Alternate Image 2 Usage Notes,Alternate Image 2 Download Location,Alternate Image 2 Credit at Download Location,Alternate Image 2 Download URL,x,y
Polk Place,Grundy Place,ca 1820,"1901","1871",,demolished,testimage4.png,grundy-place-polk-place.png,photo,,yes,before 1928,TeVA,,https://teva.contentdm.oclc.org/digital/collection/p15138coll43/id/5/rec/460,"Polk Place was built by congressman, senator, and US attorney general Felix Grundy (1777�1840) sometime between 1815 and 1820, and was originally known as Grundy Place. James K. Polk bought the house in 1847 before leaving the presidency and had it extensively remodeled. The house was finally ready for occupancy in May 1849, and the Polks moved in about a month before Polk passed away. Polk's widow, Sarah, lived in the house for another 40 years until her death in 1891. After a legal dispute among Polk family members over what to do with the property, the house was sold to a developer who demolished it to build an apartment building. The site is now occupied by the Capitol Hotel.","5024","5545",,,,,,,,,,,,,,,,,,52.088013,44.192989
Hermitage Club,,"1858",,"1871, 1903, 1929",,demolished,testimage3.png,hermitage-club-1910.jpg,photo,"1910",yes,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/752,,,,,hermitage-club.jpg,,,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/7678/rec/150,,,,,,,,,,
Hermitage,,"1835",extant,"1871, 1903, 1929, 1952",,,testimage1.png,hermitage-1953.png,photo,"1953 ",yes,"1928 or later, copyright unknown",TSLA,Mike Slate,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=19181,"Andrew and Rachel Jackson bought the 425-acre farm that would become the Hermitage in 1804. They lived in a two-story blockhouse built by the previous owner to resist Indian attacks. Jackson began farming  at the Hermitage with nine slaves, a number that grew to 110 by the time of his death in 1845. 
In 1819 the Jacksons began building a grander, two-story Federal-style residence in a location on the property chosen by Rachel. The blocks for the limestone foundation were quarried on the plantation, and the bricks were made on-site from clay dug out of a nearby field. In 1831, after Rachel's death and during Jackson's first presidential term, the house was enlarged by adding one-story wings to each side of the original structure and a one-story portico with 10 columns. A chimney fire three years later did severe damage to the house, gutting the interior. For the rebuilt Hermitage, Jackson chose to replicate the 1831 structure but added a two-story Greek revival style portico to its front. It was finished in 1836, shortly before the end of his second term.
When Jackson died in 1845, his adopted son, Andrew Jackson Jr. (1808�1865), inherited the plantation, but financial reversals forced him to sell it to the State of Tennessee in 1856. Over the next 33 years, a number of uses were considered for the property, including a southern branch of the West Point military academy. Finally, in 1889 the state handed the house and 25 acres over to the Ladies' Hermitage Association, a group founded to preserve the  house and grounds.","8072","4377",,hermitage-1967.png,photo,"1967 ",yes,author and copyright uncertain,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=19369,,,,,,,,,83.157051,56.173991
Hermitage Hotel,,"1910",extant,"1929, 1952",,,testimage2.png,hermitage-hotel.jpg,tinted photo,,yes,"date, copyright and author uncertain",Nashville Retrospect,Mike Slate,https://nashretro.libsyn.com/12-early-tv-hermitage-hotel-wwii-marriage-near-you-and-music-city-usa-march-2019-issue,"The Hermitage Hotel was designed by Mt. Pleasant native J. Edwin Carpenter (1867�1932) and opened in 1910.  Carpenter went on to design dozens of high-end apartment buildings along Park and 5th Avenues in Manhattan. In 1920 both the pro- and anti-suffrage factions made the hotel their base while the Tennessee legislature debated the passage of the 19th Amendment four blocks away. Suffrage supporters wearing yellow roses and opponents wearing red roses engaged in frequent confrontations inside the hotel. From 1925 to 1947, Francis Craig (1900�1966), author of the number one song of 1947, ""Near You"", led his orchestra in the Grille Room. The hotel's art deco men's room was voted the best bathroom in America in 2009. In 1977 the Hemitage Hotel closed, with demolition a real possibility, but was ultimately restored and reopened as a hotel in 1981.","5051","5529",,,,,,,,,,,,,,,,,,52.363122,44.356786
Holy Trinity Episcopal Church,,"1853",extant,"1871, 1903, 1929, 1952",,,testimage1.png,holy-trinity-episcopal-church-1972.png,photo,"1972 ", ,,TeVA,,https://teva.contentdm.oclc.org/digital/collection/p15138coll28/id/897/rec/1,,,,,,,,,,,,,,,,,,,,,,
Howard School (1st),,"1860",,"1871, 1903",,assumed demolished,testimage1.png,howard-school-1st-2.jpg,photo,,,,Civil War Nashville,"Cities Under the Gun, Hoobler",https://civilwarnashville.wordpress.com/2020/02/08/4-howard-high-school-military-prison/,,,,,howard-school-1st-1.jpg,,"1860",,,Nashville History on Facebook,,https://www.facebook.com/page/170058789856703/search/?q=howard%20school,,,,,,,,,,
Howard School (2nd),,"1940",extant,"1952",,,testimage2.png,howard-school-2nd.jpg,photo,,,,Metro Archives,,http://nashvillearchives.org/schools-photos.html,,,,,,,,,,,,,,,,,,,,,,
Hubbard Hospital,,"1917",,,,,testimage3.png,hubbard-hospital-ca1910.jpg,photo,ca1910, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3364,,,,,,,,,,,,,,,,,,,,,,
Holly Street Firehouse,,"1914",extant,"1929, 1952",,,testimage3.png,holly-street-firehouse-1917.png,photo,"1917",yes,before 1928,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3136,"The Holly Street Firehouse was intended by the city architect to blend into its residential neighborhood. It was the first fire station in Nashville to be designed for motorized fire trucks and is the last active fire station with a brass fire pole. The building was heavily damaged by the March 2020 tornado, losing its roof. It has since been restored.","5786","5268",,holly-street-firehouse-1949.jpg,photo,"1949",yes,author and copyright uncertain,Nashville Library,,https://cdm15769.contentdm.oclc.org/digital/collection/nr/id/139/rec/1,,,,,,,,,59.855560,47.035240
Hume-Fogg High School,,"1912",extant,"1929, 1952",,,testimage4.png,hume-fogg-high-school-2.jpg,photo,ca 1915,yes,before 1928,Nashville Library,,https://library.nashville.org/blog/2018/09/nashvilles-first-schools-and-public-school-system,"Hume-Fogg High School replaced Nashville's first high school, Fogg High School, built in 1875 on the same property. In 1942 Hume-Fogg became a vocational-technical high school, and then in 1982 an academic magnet, which it remains to this day.","5063","5618",,hume-fogg-high-school-4.jpg,tinted photo,,ask,"1928 or later, author and copyright unknown",Nashville Library,Zibart Bros. (?),https://digital.library.nashville.org/digital/collection/nr/id/1981/rec/778,hume-fogg-high-school-1.jpg,photo,"1912",,,Pinterest,,https://www.pinterest.com/pin/566820303071739692/,52.487237,43.449256
Little Sisters of the Poor Home (1st),,ca 1906,"1916",none,,burned,testimage4.png,iittle-sisters-of-the-poor-home.jpg,photo,,yes,,Nashville History on Facebook,Mike Slate,https://www.facebook.com/nashvillehistory/photos/bc.Abrh03CqBvLUx3ORMjAn81NbScxFZQmGGCa9RJRAMjc_EaeUsXfzg1oEEvQhwOC7UpGJlxc_IwYEcU7A1pSTOsQ8IExZU9GYomve6BfPq9CxwrQUh53rcXz1YC0wGXntNHyib-DHXHfpiCWOdMBfxVss/524938087702103/?opaqueCursor=AbqWJMn4I7ZEiFPaJHvJcDXWfoZvmyqCpv8-I7pnbTJb-mX4uc-OrsSK5s46SK-sUv9jWec9n0cxBuRdjKv1KLY1C1A1Gu3UHWbuliLOH6rdvfE-4n0bYifKiGGBKrAI-GTJCvs6WlaGbgYG5UBRyAWBMxNDG5QN226hOZRmGk4ad1-hBW6tuSvr2vYvXj0NLZq7687I6QeKO16Hl37M4yo41v9lM7Vkv_hQ_4EiqZlHqySarqiowi5B2f8nerX5MgL9kyltDAFvF9RU_azLAjZCR6CPnWcBWhkj0B4Hg7xSrx1Li_i4T5h-MjAVlurY_SCndAUUJZ89-XDqB02U_Ebu83GJTDtNWnjFimHI1uaXLQX2-qoQY08FID3V97aLoBanurP7RWGA7UXjK677ClJ7kfiPEL8omNSaFUPi_HuIfhRXAoMIY1XChIT8JceEncxYmVjP-V2I__H5O03T4Y386_aHMvmXxUVJsiRp_T0YK5-RfvL-wGc1sRld6RnBObP7w33b7CSOEJRd0gNQD8Vj2qCjpgIlUZqBzOML5ADpEdk6r0HGlEDJnnTTlrpAlwY,,"5375","5295",,,,,,,,,,,,,,,,,,55.663628,46.750746
Immaculate Mother Academy,,"1905",sometime after 1954,"1929, 1952",,,testimage3.png,immaculate-mother-academy-ca1941.jpg,photo,"1941", ,,TSLA,,https://tslablog.blogspot.com/2017/06/?m=0,,,,,immaculate-mother-academy.jpg,,,,,Nashville Library,,https://cdm15769.contentdm.oclc.org/digital/collection/nr/id/10389/rec/61,,,,,,,,,,
Inglewood Golf Club,,circa 1920,circa 1934,"1929, 1952",,,testimage1.png,inglewood-golf-club.jpg,photo,,,,Historic Nashville,Ebay,https://historicnashville.wordpress.com/tag/inglewood-golf-and-country-club/,,,,,,,,,,,,,,,,,,,,,,
James Robertson Hotel,,"1929",extant,"1929, 1952",,,testimage3.png,james-robertson-hotel-ca1940.jpg,photo,ca 1940,,,LoC,,https://digital.library.nashville.org/digital/collection/nr/id/783/rec/271,,,,,,,,,,,,,,,,,,,,,,
Hume School,,"1855",ca1910,"1871, 1903",,,testimage2.png,hume-high-school-1859.jpg,illustration,"1859",yes,before 1928,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/297/rec/1,"In 1852 Alfred Hume (1808�1853), an Nashville teacher, was hired by the city council to tour cities in the Northeast and report on the workings of their public school systems. The report was delivered later that year and Nashville proceeded to establish its first public school. Hume School opened in February 1855, employing 12 teachers and serving the first through the twelfth grades. The high school students moved next door to Fogg School when it was built in 1874. Both schools were razed circa 1910 when Hume-Fogg High school was built on the site.","5055","5614",,hume-school.jpg,photo,,yes,before 1928,TSLA,Calvert,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=27584,,,,,,,,,52.405555,43.489878
Jesse French Piano Company Building,,"1890",extant,"1903, 1929, 1952",,,testimage1.png,jesse-french-piano-company-building.jpg,photo,ca 1900, ,,LoC,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3610,,,,,,,,,,,,,,,,,,,,,,
Joel Battle Building,,,,"1903",,assumed demolished,testimage2.png,joel-battle-building-ca1906.jpg,photo,ca 1906, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=2960,,,,NW corner 2nd and Lindsley,joel-battle-building.jpg,,,,,Lockeland Springs,,https://www.facebook.com/nashretro/photos/a.10155079483281464/10157428721676464/,,,,,,,,,,
John Sevier Building,,"1940",extant,"1952",,,testimage1.png,john-sevier-building-ca1949.jpg,photo,ca 1949,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/762/rec/6,,,,NW corner 2nd and Lindsley,john-sevier-building-1973.png,,"1973 ",,,Metro Archives,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=15465,,,,,,,,,,
Jefferson Street Bridge,,"1910","1992","1929, 1952",,demolished,testimage4.png,jefferson-street-bridge-ca1911.jpg,tinted photo,ca 1911,yes,before 1928,Nashville Library,,https://cdm15769.contentdm.oclc.org/digital/collection/nr/id/598/rec/1,"A near-twin of the Shelby Avenue bridge and built just a year later, the Jefferson Street Bridge connects North Nashville and East Nashville. It was demolished in 1992 to make way for a replacement bridge, which opened in 1994.","5086","5245",,,,,,,,,,,,,,,,,,52.714693,47.254348
Jubilee Hall,,"1876",extant,"1903, 1929, 1952",,,testimage3.png,jubilee-hall.jpg,photo,,yes,"1928 or later, copyright-free",Wikipedia,,"https://commons.wikimedia.org/wiki/File:Fisk_University,_Jubilee_Hall,_Seventeenth_Avenue,_north,_Nashville_(Davidson_County,_Tennessee)_crop.jpg","Fisk University initially operated out of barracks left behind by Federal troops when their occupation of Nashville ended. This campus was near the current site of Union Station. By the 1870s growing enrollment and the deterioration of the barracks made finding a new location an urgent matter. Beginning in 1871, with the school in debt and its future in doubt, a group of students billed as the Jubilee Singers mounted a series of tours to save the school. During a year-long tour of Europe in 1873 and 1874, the group raised $50,000, enough to build Jubilee Hall. Jubilee Hall was not only the first building on Fisk's new campus, but the first permanent building in the US erected to provide college-level education to African-Americans. In its first years, Jubilee Hall housed the entire college; it now serves as a dormitory.","4642","5407",,,,,,,,,,,,,,,,,,48.188732,45.592129
Kirkland Hall (1st),"Main Building, Old Main, University Hall, College Hall","1875","1905","1903",,burned,testimage1.png,kirkland-hall-1st-1875.jpg,photo,"1875",yes,before 1928,Vanderbilt,,https://www.vanderbilt.edu/trees/history/,"One of the first buildings constructed on the Vanderbilt campus, Kirkland Hall at one time contained all of the school's classrooms and labs, a chapel, the school's library, a museum, and a chapel. The original, two-towered Kirkland Hall was severely damaged by a fire in 1905.",,,,kirkland-hall-1st-1905.jpg,photo,"1905",yes,before 1928,Nashville History on Facebook,Southern Education Association,https://nashvillehistory.blogspot.com/2015/09/nashville-points-of-interest-1905.html,,,,,,,,,,
Kirkland Hall (2nd),"Main Building, Old Main, University Hall, College Hall","1906",extant,"1929, 1952",,extant,testimage4.png,kirkland-hall-2nd-ca1910.jpg,photo,circa 1910,yes,before 1928,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=29291,"Kirkland Hall was rebuilt after a 1905 fire. The reconstructed building was a steel and concrete structure and had one tower instead of the original two. In its first 60 years Kirkland Hall had borne a number of names: Main Building, Old Main, University Hall, and College Hall, but in 1937 it was named for Vanderbilt's second chancellor, James Kirkland (1859�1939), and his wife, Mary Henderson Kirkland (1867�1950). ","4680","5881",,,,,,,,,,,,,,,,,,48.585451,40.758191
Knox School,Westside School,"1900",,"1903, 1929, 1952",,,testimage4.png,knox-school.jpg,photo,,yes,,Metro Archives,,http://nashvillearchives.org/schools-photos.html,,,,"2516 Westside Avenue, demolished sometime after 1961",,,,,,,,,,,,,,,,,,
Kissam Hall,,"1900","1958","1903, 1929, 1952",,demolished,testimage2.png,kissam-hall-1913.jpg,tinted photo,"1913",yes,before 1928,Cardcow,,https://www.cardcow.com/856274/nashville-tennessee-kissam-hall-vanderbilt-university/,"Kissam Hall was a men's dormitory on the Vanderbilt campus. Named in honor of William Kissam Vanderbilt (1849�1920), It stood on the ground now occupied by Alumni Lawn. ","4656","5904",,kissam-hall-ca1900.jpg,photo,ca 1900,yes,"date and author unknown, no copyright",LoC,,https://www.loc.gov/item/2016808695/,,,,,,,,,48.341078,40.523061
